quest	title	category	confidence	detail
32570	Gather Scout Reports	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32579	Competing Magic	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32580	Encroaching Force	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32581	Imposing Threat	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32582	Raining Bones	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32583	Zandalari on the Rise	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32584	Encroaching Force	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32585	Encroaching Force	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32604	Beasts of Fable Book I	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32722	Forge Ahead!	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32723	reuse me	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32724	Forge Ahead!	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32730	Ihgaluk Crag	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32826	Re-Use Me	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32827	Re-Use Me	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32868	Beasts of Fable Book II	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32869	Beasts of Fable Book III	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32910	reuse me	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32949	Tracking Quest: Guru Kukuru	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32959	Tracking Quest - Daily - Zhu-Gon the Sour/Skunky Beer	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32961	Scary Ghosts and Nice Sprites - Tracking Quest	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32962	"""Tom"" Bone Apart - Tracking Quest"	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32964	Tracking Quest: Ghost Pirate Battle - Completed	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32965	Tracking Quest: Ghost Pirate Battle - Looted Treasure	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32966	Tracking Quest - Daily - Chelon	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32972	Avatar of Flame Transform Tracking Quest	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
32973	Avatar of Flame Kill Tracking Quest	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33124	Fishing with Fin - Tracking Quest	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33146	Noodle Time	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33292	Tracking Quest - Daily - Karkanos	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33293	Tracking Quest - Daily - Spirit of Jadefire	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33294	Tracking Quest - Daily - Gu'chi the Swarmbringer	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33295	Tracking Quest - Daily - Emerald Gander	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33296	Tracking Quest - Daily - Ironfur Steelhorn	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33297	Tracking Quest - Daily - Great Turtle Furyshell	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33298	Tracking Quest - Daily - Leafmender	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33299	Tracking Quest - Daily - Champion of the Black Flame	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33300	Tracking Quest - Daily - Garnia	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33301	Tracking Quest - Daily - Bufo	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33302	Tracking Quest - Daily - Monstrous Spineclaw	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33303	Tracking Quest - Daily - Imperial Python	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33304	Tracking Quest - Daily - Tsavo'ka	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33305	Tracking Quest - Daily - Stinkbraid	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33306	Tracking Quest - Daily - Jakur of Ordon	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33307	Tracking Quest - Daily - Rock Moss	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33308	Tracking Quest - Daily - Urdur the Cauterizer	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33309	Tracking Quest - Daily - Flintlord Gairan	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33310	Tracking Quest - Daily - Cinderfall	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33311	Tracking Quest - Daily - Huolon	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33312	Tracking Quest - Daily - Archiereus of Flame	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33313	Tracking Quest - Daily - Evermaw	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33314	Tracking Quest - Daily - Dread Ship Vazuvius	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33315	Tracking Quest - Daily - Golganarr	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33316	Tracking Quest - Daily - Zesqua	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33322	Tracking Quest - Daily - Watcher Osu	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33348	"""Tom"" Bone Apart - Intro Tracking Quest"	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
33358	Noodle Time: Bonus	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
34060	Krasarang RRP - Daily Vignette - Rogue Boss	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
34061	Krasarang RRP - Daily Vignette - Priest Boss	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
34062	Krasarang RRP - Daily Vignette - Warrior Boss	missing_starter	suspected	No static NPC/object/item relation; script/automatic handling must be checked
10999	One Shot, One Kill	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11335	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11336	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11337	Call to Arms: Eye of the Storm	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11338	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11339	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11340	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11341	Call to Arms: Eye of the Storm	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11342	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11401	Call the Headless Horseman	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11402	Clayton's Quest: Extreme!!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11404	Call the Headless Horseman	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11405	Call the Headless Horseman	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11513	Intercepting the Mana Cells	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
11691	Summon Ahune	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
12001	zzOLDHunting Tarot: Lesser Beasts	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
12062	Insult Coren Direbrew	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13405	Call to Arms: Strand of the Ancients	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13407	Call to Arms: Strand of the Ancients	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13427	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13428	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13627	Jack Me Some Lumber	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13681	A Chip Off the Ulduar Block	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
13692	The Sword and the Sea	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14163	Call to Arms: Isle of Conquest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14164	Call to Arms: Isle of Conquest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14178	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14179	Call to Arms: Eye of the Storm	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14180	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14181	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14182	Call to Arms: Eye of the Storm	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14183	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
14488	You've Been Served	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24216	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24217	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24218	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24219	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24220	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24221	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24223	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24224	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24225	Call to Arms: Warsong Gulch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24226	Call to Arms: Arathi Basin	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24426	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24427	Call to Arms: Alterac Valley	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
24661	REUSE ME	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
26178	Planning for the Future	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29140	Under the Skylord's Gaze	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29258	Meteorite Hunt	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29271	Bound for Warmer Weather	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29291	Straight Chuting	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29292	Hawk Fire	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
29294	Animate Embers	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30153	Full Speed Ahead	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30191	Steer Clear of the Beer Here	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30192	My Town, It's on Fire	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30193	Meating Expectations	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30195	Blooming Blossoms	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30196	Lushroom Rush	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30197	Cart Ride	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30204	That's Not a Rock!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30205	Runelocked	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30206	Runes in the Ruins	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30225	The Ashweb Matriarch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30226	Blood on the Rise	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30227	Wulon, the Granite Sentinel	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30228	Troubling the Troublemakers	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30231	Pomfruit Pickup	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30232	Ruffling Some Feathers	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30235	Quid Pro Quo	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30237	The Pandaren Uprising Relived	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30238	Return to Rest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30244	Along the Serpent's Spine	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30245	Lost Scouts	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30246	Upon the Ramparts	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30247	Roll Club: Vale of Eternal Blossoms	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30248	The Butcher	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30249	Under the Setting Sun	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30250	Survival Ring: Thunder	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30251	Vyraxxis, the Krik'thik Swarm-Lord	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30264	Enemy at the Gates	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30281	The Silent Approach	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30282	Burning Away the Filth	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30283	A Smashing Impression	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30284	A Thousand Pointy Teeth	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30285	Wu Kao Scouting Reports	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30286	Backed Into a Corner	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30287	Mogu Make Poor House Guests	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30288	My Town, It's On Fire Again	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30289	Freeing Mind and Body	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30290	Stonebound Killers	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30291	Stunning Display	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30292	Rude Awakenings	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30293	In Enemy Hands	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30294	Small Comforts	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30297	Baolai the Immolator	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30298	Painting the Ruins Red	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30299	No Stone Unturned	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30300	The Key to Success	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30301	Offering a Warm Welcome	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30304	Hard as a Rock	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30305	He Knows What He's Doing	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30307	The Eternal Vigil	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30308	Stone Hard Quilen	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30309	Set in Stone	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30310	Thundering Skies	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30311	High Standards	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30312	Given a Second Chance	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30313	The Moving Mists	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30314	The Displaced Paleblade	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30316	Longshot	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30320	Free Spirits	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30338	A Weighty Task	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30339	Getting your Hands Dirty	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30340	Stick in the Mud	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30341	Under Watchful Eyes	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30385	Setting Sun Garrison	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30442	Blanche's Boomer Brew	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30444	No Reprieve	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30481	Carved in Stone	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30482	The Soul-Gatherer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30677	Shuttle Service	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
30965	Herding Cats	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31218	FLAG - Unlocked Tenwu	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31219	FLAG - Unlocked Nurong	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31240	Guo-Lai Infestation	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31242	Mistfall Village	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31243	Attack on Mistfall Village	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31244	Guo-Lai Encampment	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31245	Mistfall Village	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31246	Attack on Mistfall Village	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31247	Setting Sun Garrison	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31248	The Ruins of Guo-Lai	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31249	Mistfall Village	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31250	Setting Sun Garrison	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31273	Relics of the Swarm	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31289	Research Project: The Pandaren Empire	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31293	Mogu Make Poor House Guests	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31294	The Ruins of Guo-Lai	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31295	Mogu within the Ruins of Guo-Lai	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31296	The Ruins of Guo-Lai	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31297	Setting Sun Garrison	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31378	Challenge At The Temple of the Red Crane	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31379	Challenge At The Temple of the Red Crane	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31380	Trial At The Temple of the White Tiger	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31381	Trial At The Temple of the White Tiger	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31466	FLAG - Took Loot	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31491	The Ten Foot Pole	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31492	The Torch of Strength	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31545	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31557	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31558	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31559	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31560	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31561	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31562	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31563	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31564	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31565	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31566	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31567	The Finer Things	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31665	FLAG - Vegetron 4000 Converted	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31754	Cannonfire	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31755	Acts of Cruelty	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31756	High Chance of Rain	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31757	Unleashed Spirits	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31758	Laosy Scouting	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31759	[RESCUE GOLDEN LOTUS SQUAD] [GET RID OF THIS?]	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31760	Striking First	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31761	Breaking Their Spirits (Not Yet Implemented)	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31762	Crumbling Behemoth	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31763	[KILL GIANT SERPENT] [GET RID OF THIS?]	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31781	Lindsay	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31819	Dagra the Fierce	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31850	Eric Davidson	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31851	Bill Buckler	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31852	Steven Lisbane	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31854	Analynn	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31862	Zonya the Sadist	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31871	Traitor Gluk	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31872	Merda Stronghoof	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31888	Pet Battle Trainers: Kalimdor	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31890	Pet Battle Trainers: Kalimdor	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31904	Cassandra Kaboom	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31905	Grazzle the Great	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31906	Kela Grimtotem	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31907	Zoltan	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31908	Elena Flutterfly	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31910	David Kosse	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31911	Deiza Plaguehorn	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31912	Kortas Darkhammer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31913	Everessa	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31914	Durin Darkhammer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31916	Grand Master Lydia Accoste	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31922	Nicki Tinytech	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31923	Ras'an	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31924	Narrok	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31925	Morulu The Elder	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31926	Grand Master Antari	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31931	Beegle Blastfuse	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31932	Nearly Headless Jacob	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31933	Okrut Dragonwaste	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31934	Gutretch	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31935	Grand Master Payne	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31954	Grand Master Mo'ruk	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31971	Grand Master Obalis	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31972	Brok	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31973	Bordin Steadyfist	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
31974	Goz Banefury	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32107	Flying Tiger Gourami	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32123	Death on Two Legs	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32129	Defense Daily 06	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32130	Good Luck, Have Fun	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32131	We Require More Minerals!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32132	Worker Harassment	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32134	Hard Counter	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32135	Hero Killer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32138	Work Order: Lumber	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32142	We Will Rock You	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32143	A Kind of Magic	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32144	Under Pressure	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32145	Don't Lose Your Head	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32146	Hammer to Fall	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32147	Attack Daily 06	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32148	Attack! Move!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32149	Resource Gathering	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32150	Supply Block	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32151	Tower Defense	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32152	Siege Damage	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32153	Hero Killer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32156	It's Only Right	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32157	The Only Good Goblin...	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
